"","coef","estimate_6","mean_6","se_6","ci_6","significant_6"
"1","bx",1.24919318362547,1.26513971844319,0.379771599138566,"[0.5, 1.99]","no"
"2","pxt1",0.713732627942102,0.730238640613725,0.0885829461542457,"[0.54, 0.89]","no"
"3","pxt2",0.848898138310114,0.859272887458362,0.104011272256341,"[0.65, 1.05]","no"
"4","pxt3",0.868975170783561,0.870084562448232,0.0721158767736737,"[0.73, 1.01]","no"
"5","ethnic2",0.542852378960742,0.551602386314869,0.687081100182636,"[-0.8, 1.89]","no"
"6","ethnic3",0.910384676650812,0.979492560617116,0.544702572284334,"[-0.16, 1.98]","no"
"7","ethnic4",1.16212337865388,1.17440664065765,0.705467075417511,"[-0.22, 2.54]","no"
"8","ethnic5",0.588406340517383,0.655730070911123,0.398962900172453,"[-0.19, 1.37]","no"
"9","ethnic6",1.1327759667216,1.29614328992203,0.745554646999858,"[-0.33, 2.59]","no"
"10","ethnic7",0.784961416972074,0.936785622397705,0.675754707840809,"[-0.54, 2.11]","no"
"11","ethnic8",3.97434646820819,4.52009400501373,4.4396737157663,"[-4.73, 12.68]","no"
"12","age",1.01119010012359,1.01083511892586,0.00502890222600238,"[1, 1.02]","yes"
"13","educ",0.896860509243282,0.898093229910226,0.0579248995384057,"[0.78, 1.01]","no"
"14","private",0.263181711188264,0.269811801379458,0.0366990071146022,"[0.19, 0.34]","no"
"15","labors",0.953836268848324,1.00654211062312,0.156699665549595,"[0.65, 1.26]","no"
"16","nchild",0.913116145821489,0.888179879953536,0.106896213183057,"[0.7, 1.12]","no"
"17","visits",0.861157865774772,0.861672118610125,0.0119175002306715,"[0.84, 0.88]","no"
"18","nbl",32.1983774250919,34.7943580003102,6.84744679383869,"[18.78, 45.62]","yes"
"19","sex",1.33218434575219,1.33252286625307,0.066800471840305,"[1.2, 1.46]","yes"
"20","tlabor",1.77622104607038,1.7678341503591,0.109846218149743,"[1.56, 1.99]","yes"
"21","marital2",0.699293318496236,0.689520677082098,0.0543194523800381,"[0.59, 0.81]","no"
"22","marital3",0.742654106993747,0.733650278498301,0.0688536508188705,"[0.61, 0.88]","no"
"23","marital4",0.634042604106695,0.615713787725833,0.186824950388665,"[0.27, 1]","no"
"24","marital5",0.662137670670948,0.651157206235962,0.896824742513474,"[-1.1, 2.42]","no"
"25","marital6",1.36981917503218,1.38855020551658,0.764868466901666,"[-0.13, 2.87]","no"
"26","marital7",0.678747489831095,0.72192936695103,0.150518097820993,"[0.38, 0.97]","no"
"27","bx:pxt1",1.568149227451,NA,NA,"[NA, NA]",NA
"28","bx:pxt2",1.79943737609998,NA,NA,"[NA, NA]",NA
"29","bx:pxt3",1.20350993719392,NA,NA,"[NA, NA]",NA
"30","bx_pxt1",NA,1.60725550314503,0.260615360697068,"[NA, NA]",NA
"31","bx_pxt2",NA,1.88009922209013,0.355445738790561,"[NA, NA]",NA
"32","bx_pxt3",NA,1.26768325363861,0.26056082489087,"[NA, NA]",NA
