"","coef","estimate_3","mean_3","se_3","ci_3","significant_3"
"1","bx",-37.5898353549272,-59.0077242301,59.4010157248094,"[-154.02, 78.84]","no"
"2","pxt1",17.58211798552,18.3883536253,13.0292059814445,"[-7.96, 43.12]","no"
"3","ethnic2",-0.285353474117218,3.6354565501,83.3295555330976,"[-163.61, 163.04]","no"
"4","ethnic3",-9.78587281264526,-4.3678264228,74.6233529672307,"[-156.05, 136.48]","no"
"5","ethnic4",22.7859036899138,27.5907530114,61.8485939466795,"[-98.44, 144.01]","no"
"6","ethnic5",10.8603646937543,13.0177259437,46.8500253914102,"[-80.97, 102.69]","no"
"7","ethnic6",-65.7910282234226,-63.6774965699,36.7112331642364,"[-137.75, 6.16]","no"
"8","ethnic7",-39.9249591033345,-33.5263650756,41.9252308255201,"[-122.1, 42.25]","no"
"9","ethnic8",-50.9405716000044,-20.0371558781,192.683184658686,"[-428.6, 326.72]","no"
"10","age",3.30625401962048,3.2461120662,0.834793120866366,"[1.67, 4.94]","yes"
"11","educ",20.6157214197864,21.3064483916,8.59417658021496,"[3.77, 37.46]","yes"
"12","private",144.430520856407,142.5556028157,23.9217209434684,"[97.54, 191.32]","yes"
"13","labors",20.1629402415262,16.6432372436,15.059963676508,"[-9.35, 49.68]","no"
"14","nchild",8.53404325572111,11.6147962076,14.3291074650697,"[-19.55, 36.62]","no"
"15","visits",19.3709154887151,19.3196354796,2.2125652696185,"[15.03, 23.71]","yes"
"16","nbl",-911.623694021322,-910.0902883222,32.0950070043912,"[-974.53, -848.72]","yes"
"17","sex",-103.93219630031,-104.3776605758,6.79952417360682,"[-117.26, -90.61]","yes"
"18","tlabor",-21.7713403213053,-20.5640807113,14.0180762364493,"[-49.25, 5.7]","no"
"19","marital2",48.9064547054062,48.974967941,9.54029473526944,"[30.21, 67.61]","yes"
"20","marital3",43.7169512656887,43.9038771003,13.3510837545659,"[17.55, 69.89]","yes"
"21","marital4",71.9340947526876,69.1274111602,42.4240779893968,"[-11.22, 155.09]","no"
"22","marital5",135.044197979231,140.4032219059,138.34408128705,"[-136.11, 406.2]","no"
"23","marital6",84.6217120308088,74.0305177755,121.131492374259,"[-152.8, 322.04]","no"
"24","marital7",91.1729908260732,85.4981717694,26.4647231087517,"[39.3, 143.04]","yes"
"25","bx:pxt1",-47.4376748418134,NA,NA,"[NA, NA]",NA
"26","bx_pxt1",NA,-44.463035856,20.8468765844636,"[NA, NA]",NA
