"","coef","estimate_5","mean_5","se_5","ci_5","significant_5"
"1","bx",0.806326363645723,0.812682478138494,0.104709088806182,"[0.6, 1.01]","no"
"2","pxp",1.09436826632705,1.09992983558123,0.0709877172779148,"[0.96, 1.23]","no"
"3","ethnic2",2.25993771653273,2.49989774626196,1.58337452286338,"[-0.84, 5.36]","no"
"4","ethnic3",1.89041860387035,2.22711787286749,1.69127424365781,"[-1.42, 5.21]","no"
"5","ethnic4",2.73929667257075,3.26829043770427,3.09809558686873,"[-3.33, 8.81]","no"
"6","ethnic5",2.66009873820977,2.91456484611098,1.55220109972692,"[-0.38, 5.7]","no"
"7","ethnic6",3.58263473264459,3.87205805790432,2.1658622003229,"[-0.66, 7.83]","no"
"8","ethnic7",4.17676514212148,4.41517356430903,2.30276316318144,"[-0.34, 8.69]","no"
"9","ethnic8",2.34173441778667,2.57318114229931,1.94639185757551,"[-1.47, 6.16]","no"
"10","age",1.04310265111256,1.04412822702865,0.00475493244775151,"[1.03, 1.05]","yes"
"11","private",1.55835114172059,1.56575403353217,0.299014420307021,"[0.97, 2.14]","no"
"12","labors",0.676244028546462,0.670371050459844,0.0461074619963211,"[0.59, 0.77]","no"
"13","nchild",0.872790583606491,0.879805300364679,0.0592505577824839,"[0.76, 0.99]","no"
"14","visits",1.07758810829725,1.07704444051622,0.00776411169498471,"[1.06, 1.09]","yes"
"15","nbl",1.30113538305682,1.30320207262524,0.228890689376577,"[0.85, 1.75]","no"
"16","sex",0.992777444061123,0.994033297775526,0.0351692894246066,"[0.92, 1.06]","no"
"17","tlabor",1.28556795825865,1.28777220935092,0.0556976431968623,"[1.18, 1.39]","yes"
"18","marital2",0.97408426270596,0.980298462264742,0.0353539289161996,"[0.9, 1.04]","no"
"19","marital3",1.58013846673584,1.59271124504147,0.0968241033945472,"[1.39, 1.77]","yes"
"20","marital4",1.88262583787783,1.97855507517051,0.55938988331114,"[0.79, 2.98]","no"
"21","marital5",1.69976988984006,2.39404959071484,2.30558502990779,"[-2.82, 6.22]","no"
"22","marital6",1.01070061279004,1.14565494221315,0.497637277793516,"[0.04, 1.99]","no"
"23","marital7",0.983635430526317,1.01000116905897,0.095940389786155,"[0.8, 1.17]","no"
"24","bx:pxp",0.91641907495876,NA,NA,"[NA, NA]",NA
"25","bx_pxp",NA,0.948834164602878,0.123938757693654,"[NA, NA]",NA
