"","coef","estimate_6","mean_6","se_6","ci_6","significant_6"
"1","bx",-5.96458861940181,-26.2034480149,51.2378659914996,"[-106.39, 94.46]","no"
"2","pxt1",24.1880451699987,23.6092676306,15.5905687220156,"[-6.37, 54.75]","no"
"3","pxt2",20.0911236956734,19.3739441483,14.2108762855161,"[-7.76, 47.94]","no"
"4","pxt3",18.2577175460722,19.641975811,16.0574129606322,"[-13.21, 49.73]","no"
"5","ethnic2",-0.286693582322708,7.0434635129,86.6261281217361,"[-170.07, 169.5]","no"
"6","ethnic3",-10.5789838994157,-15.7105020039,68.094106128042,"[-144.04, 122.89]","no"
"7","ethnic4",24.9842232497504,22.866317223,74.0802114792524,"[-120.21, 170.18]","no"
"8","ethnic5",13.2168575484563,16.2780731018,47.6605993871514,"[-80.2, 106.63]","no"
"9","ethnic6",-64.6724473130207,-63.0290780551,34.3696469186451,"[-132.04, 2.69]","no"
"10","ethnic7",-38.5570332712207,-33.6855514906,46.3030819178396,"[-129.31, 52.2]","no"
"11","ethnic8",-47.1544631078117,-79.7407175964,186.205797419517,"[-412.12, 317.81]","no"
"12","age",3.29718698277688,3.3510708712,0.78168330021777,"[1.77, 4.83]","yes"
"13","educ",20.5568767339144,21.5242195905,9.66134776403449,"[1.62, 39.49]","yes"
"14","private",144.959402366553,141.9307179835,22.072719490434,"[101.7, 188.22]","yes"
"15","labors",20.0301596859094,19.2221517806,14.1248650882921,"[-7.65, 47.71]","no"
"16","nchild",8.59595906414988,8.7927152559,14.5849731862711,"[-19.99, 37.18]","no"
"17","visits",19.3730554095137,19.5090877783,1.76579393638466,"[15.91, 22.83]","yes"
"18","nbl",-910.640243233677,-911.1590436435,31.8750898639926,"[-973.12, -848.17]","yes"
"19","sex",-103.799002899586,-104.0144856273,6.63024747546915,"[-116.79, -90.8]","yes"
"20","tlabor",-21.8405040663878,-22.0015341187,12.8950181218421,"[-47.11, 3.43]","no"
"21","marital2",48.6814767227112,48.3456035567,9.90764053605932,"[29.26, 68.1]","yes"
"22","marital3",43.7448796226633,43.1500413436,11.9055988120241,"[20.41, 67.08]","yes"
"23","marital4",73.160585494539,70.8843290012,45.7254477237254,"[-16.46, 162.78]","no"
"24","marital5",136.470147990555,132.0113091087,134.963977905775,"[-128.06, 401]","no"
"25","marital6",83.1195084503517,87.6604807595,107.693520535531,"[-127.96, 294.2]","no"
"26","marital7",90.3130208015344,87.2646579489,31.5757307002209,"[28.42, 152.2]","yes"
"27","bx_pxt1",-74.2853057734353,-62.1735914317,32.3447199310444,"[-137.68, -10.89]","yes"
"28","bx_pxt2",-75.4001227467254,-68.5786271081,25.7575490196902,"[-125.88, -24.92]","yes"
"29","bx_pxt3",-43.172068345642,-33.2539554792,37.7644557589371,"[-117.19, 30.85]","no"
