"","coef","estimate_5","mean_5","se_5","ci_5","significant_5"
"1","bx",0.806326363645723,0.826306234228449,0.0868783599960252,"[0.64, 0.98]","yes"
"2","pxp",1.09436826632705,1.10558896147289,0.0661952499338043,"[0.96, 1.22]","no"
"3","ethnic2",2.25993771653273,2.76091538617785,1.71295539666719,"[-1.1, 5.62]","no"
"4","ethnic3",1.89041860387035,2.27758287334012,1.54884881646145,"[-1.15, 4.93]","no"
"5","ethnic4",2.73929667257075,3.85831851259272,3.35699970995895,"[-3.84, 9.32]","no"
"6","ethnic5",2.66009873820977,3.13957002632614,1.96955125789925,"[-1.2, 6.52]","no"
"7","ethnic6",3.58263473264459,4.20205411740758,2.50743422528646,"[-1.33, 8.5]","no"
"8","ethnic7",4.17676514212148,5.53098979230791,4.26135777302674,"[-4.18, 12.53]","no"
"9","ethnic8",2.34173441778667,3.05892767522712,2.4720402204742,"[-2.5, 7.19]","no"
"10","age",1.04310265111256,1.04420686475898,0.00440199226746949,"[1.03, 1.05]","yes"
"11","private",1.55835114172059,1.50650890010071,0.273770713338755,"[1.02, 2.09]","yes"
"12","labors",0.676244028546462,0.671332917639997,0.0559554313874753,"[0.57, 0.79]","yes"
"13","nchild",0.872790583606491,0.873362560604495,0.0710043441032915,"[0.73, 1.01]","no"
"14","visits",1.07758810829725,1.07636008387543,0.00774803628022567,"[1.06, 1.09]","yes"
"15","nbl",1.30113538305682,1.32045847634773,0.256681618524064,"[0.8, 1.8]","no"
"16","sex",0.992777444061123,0.999008912402763,0.0275542092060663,"[0.94, 1.05]","no"
"17","tlabor",1.28556795825865,1.29519632005155,0.0599977238962876,"[1.17, 1.4]","yes"
"18","marital2",0.97408426270596,0.975769622770235,0.0377462477836883,"[0.9, 1.05]","no"
"19","marital3",1.58013846673584,1.58147723619685,0.0866828086603565,"[1.41, 1.75]","yes"
"20","marital4",1.88262583787783,1.95827005285562,0.480793604641203,"[0.94, 2.82]","no"
"21","marital5",1.69976988984006,1152.88909634807,11505.3643931827,"[-22548.81, 22552.21]","no"
"22","marital6",1.01070061279004,1.18869987214553,0.562994136678103,"[-0.09, 2.11]","no"
"23","marital7",0.983635430526317,1.01120417793058,0.0887689506319943,"[0.81, 1.16]","no"
"24","bx_pxp",0.91641907495876,0.906344748627368,0.0958572528772286,"[0.73, 1.1]","no"
