"","coef","estimate_7","mean_7","se_7","ci_7","significant_7"
"1","bx",0.826628200955719,0.880192726474039,0.243918042977644,"[0.35, 1.3]","no"
"2","pxp",1.03402238530554,1.03578968851253,0.039061236277047,"[0.96, 1.11]","no"
"3","ethnic2",2.79409142333247,3.04879775768424,1.43619715358043,"[-0.02, 5.61]","no"
"4","ethnic3",3.96923451144297,4.30536714399537,1.71835179446233,"[0.6, 7.34]","no"
"5","ethnic4",5.23968555064814,6.03074582063976,2.46649178068831,"[0.41, 10.07]","no"
"6","ethnic5",2.41506452115553,2.59524345245738,0.883852939169553,"[0.68, 4.15]","no"
"7","ethnic6",3.36299331798317,3.46725341390541,0.911641364423025,"[1.58, 5.15]","yes"
"8","ethnic7",4.76782438613627,5.27727173838229,2.26129324536203,"[0.34, 9.2]","no"
"9","ethnic8",3.20460949286373,3.83967299852553,2.69415719298684,"[-2.08, 8.49]","no"
"10","age",1.05867732912407,1.05857103307739,0.00363210730404543,"[1.05, 1.07]","yes"
"11","educ",1.26772990417325,1.27167302323842,0.0612403130130673,"[1.15, 1.39]","yes"
"12","private",9.0320243890643,9.27381920510398,1.30847599349733,"[6.47, 11.6]","yes"
"13","labors",0.862071017285789,0.872274825606166,0.0725000607684637,"[0.72, 1]","no"
"14","nchild",1.00593819412767,0.999751360750875,0.0783619251552155,"[0.85, 1.16]","no"
"15","visits",1.09740095896553,1.09750935629106,0.01510352745421,"[1.07, 1.13]","yes"
"16","nbl",8.06450347296336,8.63598383218407,2.89430229685256,"[2.39, 13.74]","yes"
"17","sex",0.935720608263751,0.93787122999193,0.0382013317625955,"[0.86, 1.01]","no"
"18","marital2",1.04710259918052,1.03957938290685,0.0886590058624119,"[0.87, 1.22]","no"
"19","marital3",1.15641874470835,1.16399861775032,0.0975890465184491,"[0.97, 1.35]","no"
"20","marital4",1.99522449944931,2.05652346935654,0.38692490023417,"[1.24, 2.75]","yes"
"21","marital5",1.89566323882915,2.0391530285787,1.22170250549614,"[-0.5, 4.29]","no"
"22","marital6",0.576799282632307,0.616525607469639,0.300112749121501,"[-0.01, 1.17]","no"
"23","marital7",1.06855444746827,1.08915613051767,0.186010640634313,"[0.7, 1.43]","no"
"24","bx_pxp",0.871442978174728,0.913513321867772,0.127069241104253,"[0.62, 1.12]","no"
