"","coef","estimate_3","mean_3","se_3","ci_3","significant_3"
"1","bx",1.2502897969294,1.26951538535249,0.849408604966045,"[-0.41, 2.92]","no"
"2","pxp",0.828874338542421,0.833967136878801,0.0746931043517561,"[0.68, 0.98]","yes"
"3","ethnic2",4.76955879936272e-06,0.0602365783952942,0.31759612527103,"[-0.62, 0.62]","yes"
"4","ethnic3",2.77196960191224,62575.2932616829,293928.921911043,"[-576097.91, 576103.46]","no"
"5","ethnic4",2.63249781188886,41486.0878254153,207470.101290895,"[-406638.77, 406644.03]","no"
"6","ethnic5",2.67287996447072,62163.7796848716,290319.946249347,"[-569024.42, 569029.77]","no"
"7","ethnic6",3.51828439539158,102231.963981276,467198.090795641,"[-915704.74, 915711.78]","no"
"8","ethnic7",4.01554245888104,96003.2183858791,587634.87781798,"[-1151760.34, 1151768.38]","no"
"9","ethnic8",1.62368562937512e-05,0.219448144714682,1.02992005793687,"[-2.02, 2.02]","no"
"10","age",1.01544445913987,1.01583139088209,0.0100474762917604,"[1, 1.04]","no"
"11","educ",0.958993960679873,0.949546900599904,0.066605394291148,"[0.83, 1.09]","no"
"12","private",0.26877261016812,0.270214745693193,0.0385206354640257,"[0.19, 0.34]","yes"
"13","labors",1.00517758356787,1.07388240269363,0.186793236864568,"[0.64, 1.37]","no"
"14","nchild",0.920527676542531,0.884167057643839,0.127472943940467,"[0.67, 1.17]","no"
"15","visits",0.857943039414501,0.858999572823492,0.0153522383793554,"[0.83, 0.89]","yes"
"16","nbl",18.8052068966926,21.4792069894547,6.90732191697193,"[5.27, 32.34]","yes"
"17","sex",1.04158091657745,1.03972743987517,0.0548719941551724,"[0.93, 1.15]","no"
"18","tlabor",1.81290214013657,1.82623477312874,0.124085691221963,"[1.57, 2.06]","yes"
"19","marital2",0.67396868273963,0.678198912975673,0.0504588486643957,"[0.58, 0.77]","yes"
"20","marital3",0.973959947816892,0.978570820567801,0.0727596849371463,"[0.83, 1.12]","no"
"21","marital4",1.20166334322092,1.22743516774596,0.352856424886974,"[0.51, 1.89]","no"
"22","marital5",2.08195677214955e-06,1.91764461927866e-06,5.12084580920716e-07,"[0, 0]","yes"
"23","marital6",2.51124460155267e-06,2.24240034237742e-06,5.35554889953099e-07,"[0, 0]","yes"
"24","marital7",0.656620342070559,0.64267604884169,0.0903552426996115,"[0.48, 0.83]","yes"
"25","bx_pxp",1.42567389295552,1.74612616238385,0.673358925328898,"[0.11, 2.75]","no"
